date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM,turn,tradestatus,isST
2022-01-26,sz.300750,587.5,137.244808,18.837358,14.858904,141.187532,0.5692,1,0
2022-01-27,sz.300750,574.99,134.32237,18.436242,14.542504,138.181139,0.6351,1,0
2022-01-28,sz.300750,592.6,138.43621,19.000882,14.987892,142.41316,1.1935,1,0
2022-02-07,sz.300750,579.44,135.361926,18.578925,14.655052,139.250559,0.7127,1,0
2022-02-08,sz.300750,540.86,126.349323,17.341912,13.679297,129.979044,1.0129,1,0
2022-02-09,sz.300750,547.2,127.830399,17.545195,13.839646,131.502668,0.5638,1,0
2022-02-10,sz.300750,518.1,121.0324,16.612145,13.103656,124.509379,1.434,1,0
2022-02-11,sz.300750,489.99,114.465674,15.710837,12.392705,117.754007,1.1763,1,0
2022-02-14,sz.300750,508.0,118.672958,16.288302,12.84821,122.082155,0.9628,1,0
2022-02-15,sz.300750,527.0,123.111513,16.897511,13.328753,126.64822,0.7432,1,0
2022-02-16,sz.300750,530.8,123.999224,17.019352,13.424862,127.561433,0.6233,1,0
2022-02-17,sz.300750,535.0,124.980379,17.154019,13.531087,128.570774,0.5272,1,0
2022-02-18,sz.300750,527.5,123.228317,16.913542,13.341399,126.76838,0.5584,1,0
2022-02-21,sz.300750,510.0,119.140174,16.35243,12.898793,122.562794,0.7667,1,0
2022-02-22,sz.300750,504.0,117.738525,16.160048,12.747043,121.120879,0.6687,1,0
2022-02-23,sz.300750,519.0,121.242648,16.641002,13.126419,124.725667,0.757,1,0
2022-02-24,sz.300750,507.7,118.602875,16.278683,12.840622,122.01006,0.7927,1,0
2022-02-25,sz.300750,528.8,123.532008,16.955225,13.374278,127.080795,0.8323,1,0
2022-02-28,sz.300750,533.36,124.597261,17.101435,13.489609,0.0,0.4888,1,0
2022-03-01,sz.300750,536.18,125.256036,17.191854,13.560931,128.854351,0.4782,1,0
2022-03-02,sz.300750,513.84,120.03723,16.475554,12.995914,123.48562,0.6579,1,0
2022-03-03,sz.300750,512.99,119.838663,16.4483,12.974416,123.281348,0.4267,1,0
2022-03-04,sz.300750,491.79,114.886169,15.768552,12.43823,118.186581,0.7987,1,0
2022-03-07,sz.300750,454.89,106.266027,14.585405,11.504965,109.318803,1.2066,1,0
2022-03-08,sz.300750,455.45,106.396848,14.603361,11.519128,109.453381,1.1161,1,0
2022-03-09,sz.300750,473.47,110.606467,15.181147,11.974886,113.783933,1.1506,1,0
2022-03-10,sz.300750,490.81,114.657233,15.737129,12.413445,117.951068,1.1754,1,0
2022-03-11,sz.300750,493.55,115.297319,15.824984,12.482744,118.609543,0.8389,1,0
2022-03-14,sz.300750,463.0,108.160589,14.845441,11.710081,111.267791,0.7991,1,0
2022-03-15,sz.300750,463.2,108.207311,14.851854,11.715139,111.315855,1.0433,1,0
2022-03-16,sz.300750,503.1,117.528278,16.131191,12.72428,120.904591,1.3844,1,0
2022-03-17,sz.300750,524.5,122.527493,16.817352,13.265524,126.047422,1.3553,1,0
2022-03-18,sz.300750,510.5,119.256978,16.368461,12.911439,122.682953,0.804,1,0
2022-03-21,sz.300750,520.0,121.476256,16.673065,13.151711,124.965986,0.6688,1,0
2022-03-22,sz.300750,513.0,119.840999,16.44862,12.974668,123.283751,0.5017,1,0
2022-03-23,sz.300750,515.29,120.375961,16.522046,13.032587,123.834082,0.4126,1,0
2022-03-24,sz.300750,514.0,120.074607,16.480684,12.99996,123.524071,0.416,1,0
2022-03-25,sz.300750,502.07,117.287661,16.098165,12.69823,120.657063,0.4554,1,0
2022-03-28,sz.300750,487.0,113.767186,15.614967,12.317083,117.035452,0.7332,1,0
2022-03-29,sz.300750,486.9,113.743825,15.611761,12.314554,117.01142,0.5511,1,0
2022-03-30,sz.300750,519.0,121.242648,16.641002,13.126419,124.725667,0.7955,1,0
2022-03-31,sz.300750,512.3,119.677473,16.426176,12.956964,123.115528,0.4721,1,0
2022-04-01,sz.300750,518.9,121.219287,16.637795,13.12389,124.701635,0.4669,1,0
2022-04-06,sz.300750,508.17,118.712671,16.293753,12.852509,122.12301,0.419,1,0
2022-04-07,sz.300750,495.22,115.687445,15.87853,12.524981,119.010876,0.5866,1,0
2022-04-08,sz.300750,495.0,115.636051,15.871476,12.519417,118.958006,0.459,1,0
2022-04-11,sz.300750,459.0,107.226157,14.717187,11.608914,110.306514,1.0172,1,0
2022-04-12,sz.300750,472.0,110.263063,15.134013,11.937707,113.430664,0.6131,1,0
2022-04-13,sz.300750,466.0,108.861414,14.941632,11.785956,111.988749,0.4671,1,0
2022-04-14,sz.300750,459.8,107.413043,14.742837,11.629147,110.49877,0.6746,1,0
2022-04-15,sz.300750,450.86,105.324586,14.456189,11.403039,108.350316,0.9805,1,0
2022-04-18,sz.300750,451.0,105.357291,14.460678,11.40658,108.383961,0.5865,1,0
2022-04-19,sz.300750,440.26,102.848339,14.116315,11.134946,105.802933,0.7055,1,0
2022-04-20,sz.300750,407.0,95.078531,13.04988,10.293743,97.809916,1.5304,1,0
2022-04-21,sz.300750,409.11,95.571444,13.117534,10.347108,98.316989,1.0358,1,0
